id,name,age,position,Current Club,nationality,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
112,C_Paterson,26,Defender,Cardiff City,Scotland,1996,1024,972,27,14,13,4,3,1,1,0,1,0,0,7,5,2,37,18,19,4,0,0.23,0.05,0.18,0.26,0.09,499,1.67,54,74,499,1996,0.18,108,202,137,3
113,C_Roberts,23,Forward,Newcastle United,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
114,C_Slattery,21,Midfielder,Southampton,England,110,6,104,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,-1,-1,-1,18
115,C_Wilson,28,Forward,AFC Bournemouth,England,2535,1324,1211,30,15,15,14,5,9,9,4,5,1,1,9,5,4,44,17,27,3,0,0.82,0.32,0.5,0.34,0.67,181,1.56,58,85,845,282,0.11,17,16,-1,1
116,C_Chambers,25,Defender,Fulham,England,2587,1458,1129,31,17,14,2,2,0,0,0,0,0,0,5,3,2,49,24,25,9,0,0.07,0,0.07,0.12,0,1294,1.7,53,83,287,0,0.31,198,399,143,5
117,C_John,21,Defender,Wolverhampton Wanderers,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
200,C_Jenkinson,28,Defender,Arsenal,England,166,166,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.08,83,55,0,0,0,-1,-1,-1,18
201,C_SÃ¡nchez,34,Midfielder,West Ham United,Colombia,240,120,120,7,4,3,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0.75,120,34,0,0,0,-1,-1,-1,21
202,C_Soares,29,Defender,Southampton,Portugal,1494,651,843,18,8,10,1,1,0,2,0,2,0,0,5,2,3,26,7,19,4,0,0.18,0.12,0.06,0.14,0,1494,1.57,57,83,374,747,0.24,204,124,127,15
203,C_Tosun,29,Forward,Everton,Turkey,1050,536,514,25,13,12,3,2,1,3,1,2,0,0,7,4,3,16,9,7,3,0,0.51,0.26,0.26,0.34,0.18,350,1.37,66,42,350,350,0.26,74,37,-1,6
204,C_Azpilicueta,31,Defender,Chelsea,Spain,3403,1693,1710,38,19,19,1,0,1,5,3,2,0,0,16,10,6,38,12,26,4,0,0.16,0.13,0.03,0,0.05,3403,1,90,90,851,681,0.11,260,116,33,14
205,C_Fabregas,33,Midfielder,Chelsea,Spain,175,73,102,6,4,2,0,0,0,0,0,0,0,0,3,2,1,2,0,2,1,0,0,0,0,0,0,0,1.03,88,29,175,0,0.51,-1,-1,-1,18
206,C_Austin,31,Forward,Southampton,England,980,454,526,25,13,12,2,1,1,2,1,1,0,1,6,3,3,14,6,8,1,0,0.37,0.18,0.18,0.2,0.17,490,1.29,70,39,980,490,0.09,105,73,-1,8
207,C_Daniels,34,Defender,AFC Bournemouth,England,1583,803,780,21,11,10,1,1,0,0,0,0,0,0,6,4,2,32,14,18,4,0,0.06,0,0.06,0.11,0,1583,1.82,49,75,396,0,0.23,208,254,152,12
208,C_Taylor,27,Defender,Burnley,England,3240,1636,1604,38,19,19,0,0,0,1,1,0,0,0,8,5,3,53,24,29,2,0,0.03,0.03,0,0,0,0,1.47,61,85,1620,3240,0.06,381,239,111,19
209,C_KouyatÃ©,31,Midfielder,Crystal Palace,Senegal,1897,865,1032,31,14,17,0,0,0,2,1,1,0,0,11,6,5,24,7,17,3,0,0.09,0.09,0,0,0,0,1.14,79,61,632,949,0.14,323,161,-1,20
210,C_LÃ¶we,31,Defender,Huddersfield Town,Germany,2056,932,1124,29,15,14,0,0,0,2,1,1,0,0,1,1,0,52,19,33,2,0,0.09,0.09,0,0,0,0,2.28,40,71,1028,1028,0.09,328,163,169,30
211,C_Mepham,23,Defender,AFC Bournemouth,Wales,849,436,413,13,6,7,0,0,0,1,0,1,0,0,3,1,2,16,7,9,1,0,0.11,0.11,0,0,0,0,1.7,53,65,849,849,0.11,279,133,142,17
212,C_Smalling,31,Defender,Manchester United,England,2128,1138,990,24,13,11,1,0,1,0,0,0,0,0,4,2,2,34,16,18,1,0,0.04,0,0.04,0,0.09,2128,1.44,63,89,2128,0,0.04,246,294,106,15
213,C_Wood,29,Forward,Burnley,New Zealand,2582,1330,1252,38,19,19,10,4,6,2,0,2,0,0,8,5,3,43,21,22,2,0,0.42,0.07,0.35,0.27,0.43,258,1.5,60,68,1291,1291,0.07,50,188,-1,2
214,C_Atsu_Twasam,28,Midfielder,Newcastle United,Ghana,1487,710,777,28,13,15,1,1,0,0,0,0,0,0,8,3,5,16,10,6,2,0,0.06,0,0.06,0.13,0,1487,0.97,93,53,744,0,0.12,206,271,-1,7
215,C_Benteke,30,Forward,Crystal Palace,Belgium,813,526,287,16,10,6,1,0,1,1,0,1,0,0,5,3,2,10,6,4,1,0,0.22,0.11,0.11,0,0.31,813,1.11,81,51,813,813,0.11,149,142,-1,10
216,C_Eriksen,28,Midfielder,Tottenham Hotspur,Denmark,2772,1457,1315,35,18,17,8,6,2,12,8,4,0,0,10,6,4,34,14,20,3,0,0.65,0.39,0.26,0.37,0.14,347,1.1,82,79,924,231,0.1,76,10,-1,4
217,C_Fuchs,34,Defender,Leicester City,Austria,206,90,116,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,1.75,52,69,0,0,0,-1,-1,-1,17
218,C_Kabasele,29,Defender,Watford,Belgium,1587,957,630,21,14,7,0,0,0,0,0,0,0,0,4,3,1,25,15,10,4,1,0,0,0,0,0,0,1.42,63,76,397,0,0.23,393,402,101,24
219,C_Schindler,30,Defender,Huddersfield Town,Germany,3262,1642,1620,37,19,18,1,0,1,0,0,0,0,0,5,3,2,69,30,39,6,1,0.03,0,0.03,0,0.06,3262,1.9,47,88,544,0,0.17,252,345,157,9
220,C_Clark,31,Defender,Newcastle United,Republic of Ireland,857,416,441,11,6,5,3,1,2,0,0,0,0,0,2,0,2,14,9,5,1,0,0.32,0,0.32,0.22,0.41,286,1.47,61,78,857,0,0.11,56,315,113,4
221,C_AndrÃ©s_Bravo_MuÃ±oz,37,Goalkeeper,Manchester City,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
222,C_Quaner,29,Forward,Huddersfield Town,Germany,37,9,28,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4.86,19,19,0,0,0,-1,-1,-1,15
223,C_Wickham,27,Forward,Crystal Palace,England,61,49,12,6,3,3,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,1.48,1.48,0,0,0,0,0,0,10,0,61,0,-1,-1,-1,16
224,C_Coady,27,Midfielder,Wolverhampton Wanderers,England,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,9,7,2,43,20,23,5,0,0,0,0,0,0,0,1.13,80,90,684,0,0.13,394,415,-1,18
225,C_Coventry,20,Midfielder,West Ham United,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
226,C_Cathcart,31,Defender,Watford,Northern Ireland,3099,1561,1538,36,18,18,3,1,2,0,0,0,0,0,6,3,3,52,28,24,2,0,0.09,0,0.09,0.06,0.12,1033,1.51,60,86,1550,0,0.06,177,400,119,6
227,C_Jones,19,Midfielder,Liverpool,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
228,C_Christie,28,Defender,Fulham,Republic of Ireland,1943,1053,890,28,15,13,0,0,0,1,1,0,0,0,5,3,2,40,20,20,7,0,0.05,0.05,0,0,0,0,1.85,49,69,278,1943,0.32,315,205,155,27
229,D_Stephens,31,Midfielder,Brighton & Hove Albion,England,2487,1191,1296,30,14,16,1,0,1,1,0,1,0,0,5,3,2,43,18,25,7,1,0.07,0.04,0.04,0,0.07,2487,1.56,58,83,311,2487,0.29,247,224,-1,9
230,D¡n_Emiliano_MartÃ­nez,28,Goalkeeper,Arsenal,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
231,D_Burn,28,Defender,Brighton & Hove Albion,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
232,D_Gosling,30,Midfielder,AFC Bournemouth,England,1737,911,826,25,13,12,2,0,2,1,0,1,0,0,7,4,3,31,14,17,8,0,0.16,0.05,0.1,0,0.22,869,1.61,56,69,217,1737,0.41,158,206,-1,8
233,D_Amartey,26,Midfielder,Leicester City,Ghana,640,307,333,9,5,4,0,0,0,0,0,0,0,0,2,1,1,9,4,5,2,0,0,0,0,0,0,0,1.27,71,71,320,0,0.28,343,313,-1,24
234,D_Sturridge,31,Forward,Liverpool,England,496,152,344,18,9,9,2,1,1,1,1,0,0,0,10,7,3,3,0,3,1,0,0.54,0.18,0.36,0.59,0.26,248,0.54,165,28,496,496,0.18,48,79,-1,10
235,D_William_John_Ings,28,Forward,Southampton,England,1668,922,746,24,13,11,7,3,4,3,3,0,3,0,6,2,4,26,13,13,1,0,0.54,0.16,0.38,0.29,0.48,238,1.4,64,70,1668,556,0.05,39,87,-1,2
236,D_Williams,31,Midfielder,Huddersfield Town,USA,93,13,80,5,1,4,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.97,93,19,93,0,0.97,-1,-1,-1,21
237,D,29,Defender,Manchester City,Brazil,806,450,356,11,5,6,1,0,1,0,0,0,0,0,5,3,2,7,2,5,1,0,0.11,0,0.11,0,0.25,806,0.78,115,73,806,0,0.11,151,318,18,13
238,D_Drinkwater,30,Midfielder,Chelsea,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
239,D_Rose,30,Defender,Tottenham Hotspur,England,1806,969,837,26,13,13,0,0,0,3,1,2,0,0,10,7,3,12,6,6,5,0,0.15,0.15,0,0,0,0,0.6,151,69,361,602,0.25,287,95,11,17
240,D_Simpson,34,Defender,Leicester City,England,291,26,265,6,2,4,0,0,0,0,0,0,0,0,3,1,2,4,0,4,0,0,0,0,0,0,0,0,1.24,73,49,0,0,0,269,333,73,21
241,D_Ward,27,Goalkeeper,Leicester City,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
242,D_Ward,30,Forward,Cardiff City,England,440,246,194,14,6,8,1,1,0,0,0,0,0,0,2,0,2,11,8,3,0,0,0.2,0,0.2,0.37,0,440,2.25,40,31,0,0,0,94,382,-1,10
243,D_Welbeck,30,Forward,Arsenal,England,147,47,100,8,4,4,1,1,0,1,0,1,0,0,2,2,0,2,0,2,0,0,1.22,0.61,0.61,1.91,0,147,1.22,74,18,0,147,0,-1,-1,-1,13
244,D_Janmaat,31,Defender,Watford,Netherlands,1521,836,685,18,10,8,0,0,0,2,2,0,0,0,3,2,1,22,8,14,3,0,0.12,0.12,0,0,0,0,1.3,69,85,507,761,0.18,395,121,84,23
245,D_Brooks,23,Forward,AFC Bournemouth,England,2278,1289,989,30,17,13,7,4,3,5,3,2,0,0,9,5,4,39,17,22,3,0,0.47,0.2,0.28,0.28,0.27,325,1.54,58,76,759,456,0.12,68,66,-1,4
246,D_Button,31,Goalkeeper,Brighton & Hove Albion,England,360,180,180,4,2,2,0,0,0,0,0,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,0,0,1.25,72,90,0,0,0,404,327,79,14
247,D_de_Gea,30,Goalkeeper,Manchester United,Spain,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,7,2,5,51,23,28,1,0,0,0,0,0,0,0,1.34,67,90,3420,0,0.03,310,419,91,18
248,D_Junior_Hoilett,30,Forward,Cardiff City,Canada,2142,1008,1134,32,17,15,3,2,1,1,0,1,0,0,9,5,4,42,20,22,4,0,0.17,0.04,0.13,0.18,0.08,714,1.76,51,67,536,2142,0.17,137,220,-1,7
249,D_Luiz,33,Defender,Chelsea,Brazil,3239,1709,1530,36,19,17,3,3,0,2,1,1,0,0,16,10,6,35,12,23,3,0,0.14,0.06,0.08,0.16,0,1080,0.97,93,90,1080,1620,0.08,186,198,27,9
250,D_Silva,34,Midfielder,Manchester City,Spain,2411,1088,1323,33,16,17,6,4,2,8,3,5,0,0,17,8,9,14,7,7,3,0,0.52,0.3,0.22,0.33,0.14,402,0.52,172,73,804,301,0.11,88,22,-1,7
251,D_Zappacosta,28,Defender,Chelsea,Italy,125,35,90,4,3,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,-1,-1,-1,22
252,D_SÃ¡nchez_Mina,24,Defender,Tottenham Hotspur,Colombia,1943,873,1070,23,10,13,1,1,0,1,0,1,0,0,6,3,3,21,9,12,2,0,0.09,0.05,0.05,0.1,0,1943,0.97,93,84,972,1943,0.09,221,208,26,13
253,D_PrÃ¶pper,29,Midfielder,Brighton & Hove Albion,Netherlands,2551,1371,1180,30,16,14,1,0,1,1,0,1,0,0,5,4,1,44,19,25,2,0,0.07,0.04,0.04,0,0.08,2551,1.55,58,85,1276,2551,0.07,241,226,-1,10
254,D_Yedlin,27,Defender,Newcastle United,USA,2475,1313,1162,29,16,13,1,0,1,2,1,1,0,0,6,4,2,37,19,18,7,1,0.11,0.07,0.04,0,0.08,2475,1.35,67,85,309,1238,0.29,237,177,93,13
255,D_Rice,21,Midfielder,West Ham United,Republic of Ireland,3005,1440,1565,34,16,18,2,2,0,0,0,0,0,0,6,3,3,42,21,21,4,0,0.06,0,0.06,0.13,0,1503,1.26,72,88,751,0,0.12,210,362,-1,9
256,D_Lovren,31,Defender,Liverpool,Croatia,985,540,445,13,7,6,1,1,0,0,0,0,0,0,6,3,3,7,3,4,1,0,0.09,0,0.09,0.17,0,985,0.64,141,76,985,0,0.09,173,324,15,12
257,D_Alli,24,Midfielder,Tottenham Hotspur,England,1827,755,1072,25,11,14,5,1,4,3,2,1,0,0,7,3,4,17,4,13,4,0,0.39,0.15,0.25,0.12,0.34,365,0.84,107,73,457,609,0.2,82,97,-1,5
258,D_Gray,24,Midfielder,Leicester City,England,1992,1069,923,34,17,17,4,1,3,1,1,0,0,0,8,5,3,26,10,16,2,0,0.23,0.05,0.18,0.08,0.29,498,1.17,77,59,996,1992,0.09,103,212,-1,3
259,D_Duhaney,22,Defender,Huddersfield Town,England,46,46,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,-1,-1,-1,17
260,D_Odoi,32,Defender,Fulham,Belgium,2593,1153,1440,31,15,16,0,0,0,1,0,1,0,0,5,3,2,59,23,36,4,0,0.03,0.03,0,0,0,0,2.05,44,84,648,2593,0.14,286,244,166,17
261,D_SuÃ¡rez,27,Midfielder,Arsenal,Spain,67,29,38,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,28
262,D_Rico,27,Defender,AFC Bournemouth,Spain,607,148,459,12,4,8,0,0,0,0,0,0,0,0,0,0,0,18,3,15,1,0,0,0,0,0,0,0,2.67,34,51,607,0,0.15,306,261,172,21
263,D_JosÃ©_Teixeira_da_Silva,24,Midfielder,Wolverhampton Wanderers,Portugal,2371,1210,1161,33,16,17,9,7,2,5,3,2,0,0,9,7,2,29,11,18,11,0,0.53,0.19,0.34,0.52,0.16,263,1.1,82,72,216,474,0.42,52,71,-1,2
264,D_Origi,25,Forward,Liverpool,Belgium,366,176,190,12,5,7,3,2,1,1,0,1,0,0,7,4,3,2,0,2,0,0,0.98,0.25,0.74,1.02,0.47,122,0.49,183,31,0,366,0,2,42,-1,7
265,D_Quina,21,Midfielder,Watford,Portugal,335,217,118,8,5,3,1,1,0,0,0,0,0,0,1,0,1,5,3,2,0,0,0.27,0,0.27,0.41,0,335,1.34,67,42,0,0,0,72,316,-1,13
266,D_Calvert-Lewin,23,Forward,Everton,England,1774,1023,751,35,18,17,6,3,3,2,2,0,0,0,13,8,5,24,12,12,3,0,0.41,0.1,0.3,0.26,0.36,296,1.22,74,51,591,887,0.15,65,145,-1,3
267,D_Solanke,23,Forward,AFC Bournemouth,England,341,165,176,10,4,6,0,0,0,1,1,0,0,0,2,0,2,4,1,3,0,0,0.26,0.26,0,0,0,0,1.06,85,34,0,341,0,280,38,-1,16
268,D_McNeil,21,Forward,Burnley,England,1599,941,658,21,12,9,3,3,0,5,3,2,0,0,4,3,1,22,12,10,2,0,0.45,0.28,0.17,0.29,0,533,1.24,73,76,800,320,0.11,112,29,-1,7
269,E_Hazard,30,Midfielder,Chelsea,Belgium,2926,1527,1399,37,19,18,16,11,5,15,10,5,4,0,15,10,5,34,9,25,2,0,0.95,0.46,0.49,0.65,0.32,183,1.05,86,79,1463,195,0.06,18,5,-1,1
270,E,27,Goalkeeper,Manchester City,Brazil,3420,1710,1710,38,19,19,0,0,0,1,1,0,0,0,20,9,11,23,12,11,2,0,0.03,0.03,0,0,0,0,0.61,149,90,1710,3420,0.05,366,240,13,21
271,E_Nketiah,21,Forward,Arsenal,England,62,4,58,5,1,4,1,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,1.45,0,1.45,0,1.55,62,2.9,31,12,0,0,0,-1,-1,-1,14
272,E_Kachunga,28,Forward,Huddersfield Town,Congo DR,1181,611,570,20,9,11,0,0,0,0,0,0,0,0,2,1,1,28,14,14,2,0,0,0,0,0,0,0,2.13,42,59,591,0,0.15,303,259,-1,12
273,E_Hyndman,24,Midfielder,AFC Bournemouth,USA,37,0,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4.86,19,37,0,0,0,-1,-1,-1,14
274,E_Palmieri_dos_Santos,26,Defender,Chelsea,Italy,660,360,300,10,4,6,0,0,0,0,0,0,0,0,3,2,1,10,3,7,0,0,0,0,0,0,0,0,1.36,66,66,0,0,0,274,296,96,17
275,E_Smith_Rowe,20,Midfielder,Arsenal,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
276,E_Bertrand_Bailly,26,Defender,Manchester United,CÃ´te d'Ivoire,637,349,288,12,5,7,0,0,0,0,0,0,0,0,3,0,3,12,6,6,1,1,0,0,0,0,0,0,1.7,53,53,319,0,0.28,340,310,141,26
277,E_Dier,26,Midfielder,Tottenham Hotspur,England,1510,674,836,20,9,11,3,2,1,0,0,0,0,0,6,2,4,16,8,8,4,0,0.18,0,0.18,0.27,0.11,503,0.95,94,76,378,0,0.24,107,278,-1,7
278,E_Durm,28,Defender,Huddersfield Town,Germany,2052,869,1183,28,13,15,0,0,0,1,0,1,0,0,3,1,2,43,17,26,0,0,0.04,0.04,0,0,0,0,1.89,48,73,0,2052,0,305,232,156,13
279,E_Lamela,28,Midfielder,Tottenham Hotspur,Argentina,971,493,478,19,11,8,4,1,3,2,1,1,0,0,5,3,2,11,5,6,2,0,0.56,0.19,0.37,0.18,0.56,243,1.02,88,51,486,486,0.19,45,69,-1,6
280,E_Ampadu,20,Midfielder,Chelsea,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
281,E_Capoue,32,Midfielder,Watford,France,2947,1518,1429,33,17,16,1,0,1,3,2,1,0,0,7,4,3,47,24,23,15,1,0.12,0.09,0.03,0,0.06,2947,1.44,63,89,184,982,0.49,253,153,-1,9
282,F¡n_Cornelio_Balbuena_GonzÃ¡lez,29,Defender,West Ham United,Paraguay,2014,934,1080,23,11,12,1,0,1,0,0,0,0,0,5,2,3,27,13,14,2,0,0.04,0,0.04,0,0.08,2014,1.21,75,88,1007,0,0.09,231,356,66,10
283,F_Delph,31,Midfielder,Manchester City,England,725,266,459,11,5,6,0,0,0,1,1,0,0,0,4,1,3,9,4,5,2,1,0.12,0.12,0,0,0,0,1.12,81,66,242,725,0.37,295,123,-1,19
284,F_SchÃ¤r,29,Defender,Newcastle United,Switzerland,2002,1173,829,24,14,10,4,3,1,1,0,1,0,0,8,5,3,21,14,7,12,0,0.22,0.04,0.18,0.23,0.11,501,0.94,95,83,167,2002,0.54,110,230,23,3
285,F,27,Midfielder,Liverpool,Brazil,2013,1051,962,28,14,14,1,1,0,2,1,1,0,0,15,7,8,13,6,7,6,0,0.13,0.09,0.04,0.09,0,2013,0.58,155,72,336,1007,0.27,229,166,-1,15
286,F_MartÃ­n_Agosto_RamÃ­rez,33,Goalkeeper,Fulham,Spain,180,90,90,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,2.5,36,90,0,0,0,-1,-1,-1,13
287,F_Marcos_Alberto_Rojo,30,Defender,Manchester United,Argentina,211,211,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,1.71,53,42,106,0,0.85,-1,-1,-1,21
288,F_FernÃ¡ndez,31,Defender,Newcastle United,Argentina,1484,607,877,19,8,11,0,0,0,1,1,0,0,0,4,1,3,22,9,13,2,0,0.06,0.06,0,0,0,0,1.33,67,78,742,1484,0.12,297,194,90,15
289,F_Anderson_Pereira_Gomes,27,Midfielder,West Ham United,Brazil,3054,1439,1615,36,17,19,9,4,5,4,2,2,0,0,6,3,3,43,21,22,3,0,0.38,0.12,0.27,0.25,0.28,339,1.27,71,85,1018,764,0.09,70,130,-1,2
